group,day_of_month,interval,dom_correction,n_obs
A,3,23:30,0.8416907714141335,3
A,4,00:00,0.8084870607589593,3
A,4,00:30,1.2957179003690633,3
A,4,01:00,0.9449866261837634,3
A,4,01:30,1.0975789473684212,3
A,4,02:00,0.5836682102899715,1
A,4,02:30,0.8393167858829014,2
A,4,03:00,1.058385021325815,1
A,4,03:30,0.34727563960974084,2
A,4,04:00,0.8689166666666666,3
A,4,04:30,2.8890031223390484,1
A,4,05:00,0.6858158154064233,2
A,4,05:30,0.519740169447882,3
A,4,06:00,0.6758315833138886,3
A,4,06:30,1.4287541541377808,2
A,4,07:00,0.7987938310518955,3
A,4,07:30,0.8016374129109229,3
A,4,08:00,0.8507571229617805,3
A,4,08:30,1.0121598638708906,3
A,4,09:00,0.9081592363344985,3
A,4,09:30,1.0009855982737599,3
A,4,10:00,0.9787126320459655,3
A,4,10:30,0.9645406156920122,3
A,4,11:00,0.9661964224111117,3
A,4,11:30,1.0307502008010174,3
A,4,12:00,0.9930476190476192,3
A,4,12:30,0.9538968315207708,3
A,4,13:00,1.0442825627564682,3
A,4,13:30,1.0371562014326032,3
A,4,14:00,0.9636004075028466,3
A,4,14:30,1.0550266265609698,3
A,4,15:00,1.0067989541314233,3
A,4,15:30,1.0546684675285323,3
A,4,16:00,1.004645402138015,3
A,4,16:30,1.017284138070655,3
A,4,17:00,0.9855518287518289,3
A,4,17:30,0.9918724504359863,3
A,4,18:00,0.9535774136945249,3
A,4,18:30,1.0108786488533323,3
A,4,19:00,0.7577752816566493,3
A,4,19:30,0.7352371794871795,3
A,4,20:00,0.9819139175659934,3
A,4,20:30,0.8598128042572488,3
A,4,21:00,1.0781472916304378,3
A,4,21:30,0.9194037906909196,3
A,4,22:00,1.0611392672461342,3
A,4,22:30,0.8441798441798444,3
A,4,23:00,0.8760356873564422,3
A,4,23:30,0.8819875177715125,3
A,5,00:00,0.8139632516842159,3
A,5,00:30,1.2887522560697102,3
A,5,01:00,0.859178910315274,3
A,5,01:30,1.09871602636883,2
A,5,02:00,0.6720970401674603,3
A,5,02:30,0.4716352545554079,1
A,5,03:00,1.433093802602321,2
A,5,03:30,1.3894574858404387,2
A,5,04:00,0.859178910315274,3
A,5,05:00,1.0033548421865808,2
A,5,05:30,1.2475956558510177,2
A,5,06:00,0.6913200279128762,3
A,5,06:30,1.0753283803863298,3
A,5,07:00,0.6508931138752077,3
A,5,07:30,0.9700407051946641,3
A,5,08:00,0.8946943540605461,3
A,5,08:30,0.9959564983845988,3
A,5,09:00,0.9102055871718794,3
A,5,09:30,1.1500252689336512,3
A,5,10:00,0.986606338793348,3
A,5,10:30,0.9980637822557381,3
A,5,11:00,1.0490083409352677,3
A,5,11:30,1.040879473450754,3
A,5,12:00,1.0430270921445917,3
A,5,12:30,1.0605325857728565,3
A,5,13:00,1.0002357860881692,3
A,5,13:30,1.008097071201456,3
A,5,14:00,0.966432178581608,3
A,5,14:30,0.9796314608484294,3
A,5,15:00,0.9437416181006717,3
A,5,15:30,0.9921786225633422,3
A,5,16:00,1.0222051649752741,3
A,5,16:30,1.006798347871171,3
A,5,17:00,1.041368170580175,3
A,5,17:30,0.9969290833778367,3
A,5,18:00,1.133932889256861,3
A,5,18:30,0.9680889130312947,3
A,5,19:00,0.973205732041506,3
A,5,19:30,0.914715189689265,3
A,5,20:00,0.9967942815876446,3
A,5,20:30,0.9557729889897723,3
A,5,21:00,1.1769574113907864,3
A,5,21:30,1.186179838868102,3
A,5,22:00,1.1427502748035665,3
A,5,22:30,1.4319648505254567,3
A,5,23:00,1.389848237274708,3
A,5,23:30,0.7010139873679477,3
A,6,00:00,0.8519506127627072,3
A,6,00:30,1.1005736817279819,3
A,6,01:00,1.0235326390174675,2
A,6,01:30,0.670201148706663,3
A,6,02:00,0.9169183372843439,2
A,6,02:30,0.709376813287257,3
A,6,03:00,1.2112432454937339,2
A,6,03:30,1.2372944283815317,1
A,6,04:00,2.114717689068656,2
A,6,04:30,0.7819100280469741,1
A,6,05:00,0.23645302628897494,2
A,6,05:30,0.7418134158085489,3
A,6,06:00,0.39630468138031,3
A,6,06:30,0.7411329874191483,3
A,6,07:00,0.9728726352193494,3
A,6,07:30,0.598308108102247,3
A,6,08:00,0.8741754113565169,3
A,6,08:30,1.0065758697305396,3
A,6,09:00,1.0110405262011344,3
A,6,09:30,1.05977212711265,3
A,6,10:00,0.9678494064848837,3
A,6,10:30,1.1772028996145945,3
A,6,11:00,1.0483894620605336,3
A,6,11:30,1.0046893946476962,3
A,6,12:00,0.9822040014831203,3
A,6,12:30,1.0640856396628822,3
A,6,13:00,1.008292492775574,3
A,6,13:30,1.0136027803125542,3
A,6,14:00,0.8994175840306394,3
A,6,14:30,1.0457836716395916,3
A,6,15:00,0.9476448906998278,3
A,6,15:30,0.9609245699215907,3
A,6,16:00,0.9814312109177181,3
A,6,16:30,1.0071843105563616,3
A,6,17:00,0.928975908388454,3
A,6,17:30,0.9760616991209874,3
A,6,18:00,1.0239824846034353,3
A,6,18:30,1.0422189403237232,3
A,6,19:00,0.9953576803621351,3
A,6,19:30,0.8622797257472784,3
A,6,20:00,0.8185128851636698,3
A,6,20:30,0.8425035376455781,3
A,6,21:00,0.9841547751975982,3
A,6,21:30,0.6878657736128312,3
A,6,22:00,1.1298394060864168,3
A,6,22:30,1.0481708017190765,3
A,6,23:00,0.6332856412158686,3
A,6,23:30,0.6267391857106221,3
A,7,00:00,1.132556669389915,3
A,7,00:30,1.4434454781925516,3
A,7,01:00,1.3444366663235352,3
A,7,01:30,0.5044321940463065,1
A,7,02:00,0.5934496400544783,1
A,7,02:30,1.4811342406288377,2
A,7,03:00,0.538061006982727,1
A,7,03:30,0.7648446417247939,1
A,7,04:00,0.6984660676354285,1
A,7,05:00,0.8448876785662192,2
A,7,05:30,1.0064781593633731,2
A,7,06:00,0.5121016238106861,2
A,7,06:30,1.0347327057360134,3
A,7,07:00,0.8353008121885731,3
A,7,07:30,0.4780279010779962,3
A,7,08:00,0.7548495109501241,3
A,7,08:30,0.8864587192966665,3
A,7,09:00,0.8857980386413358,3
A,7,09:30,1.010750648246523,3
A,7,10:00,0.8557448955502507,3
A,7,10:30,0.8632378429192802,3
A,7,11:00,1.0353418463812916,3
A,7,11:30,1.0266173497671955,3
A,7,12:00,0.9945456311282515,3
A,7,12:30,0.9298312014397242,3
A,7,13:00,1.0832311999004551,3
A,7,13:30,0.9482754046329186,3
A,7,14:00,1.0640793130708108,3
A,7,14:30,1.0646370497595372,3
A,7,15:00,1.0868024094903257,3
A,7,15:30,1.0096361793753748,3
A,7,16:00,1.037861110648269,3
A,7,16:30,0.9910309820734416,3
A,7,17:00,1.0829798530351356,3
A,7,17:30,0.9282191784220263,3
A,7,18:00,1.008864388092613,3
A,7,18:30,1.0499711414828115,3
A,7,19:00,0.934481153927616,3
A,7,19:30,1.0893814657395962,3
A,7,20:00,1.1511148241663125,3
A,7,20:30,1.0323263506063947,3
A,7,21:00,1.1932798174859844,3
A,7,21:30,0.902941590925104,3
A,7,22:00,0.8734133852220581,3
A,7,22:30,0.678284387996008,3
A,7,23:00,0.8461633580422484,3
A,7,23:30,0.6725762587284086,3
A,8,00:00,0.666134287357056,3
A,8,00:30,2.450454425640086,3
A,8,01:00,1.4638753332464365,3
A,8,01:30,2.7947209955841035,3
A,8,02:00,3.000294831652236,2
A,8,02:30,0.7850644082591516,3
A,8,03:00,1.4665189537136971,2
A,8,03:30,0.5090248980368249,2
A,8,04:00,0.778120165930684,2
A,8,04:30,0.9902951312406623,2
A,8,05:00,1.448280248896026,2
A,8,05:30,1.2172702232237738,2
A,8,06:00,0.7370376733568997,2
A,8,06:30,1.1892623696401754,3
A,8,07:00,0.7273555866768638,3
A,8,07:30,0.9602771173239322,3
A,8,08:00,1.0607199764194268,3
A,8,08:30,1.0156956362140284,3
A,8,09:00,1.100220621824776,3
A,8,09:30,0.9245246123759533,3
A,8,10:00,1.0026050776378983,3
A,8,10:30,1.0125506035728085,3
A,8,11:00,0.8806752837258115,3
A,8,11:30,0.9949828374559139,3
A,8,12:00,0.972012276449582,3
A,8,12:30,0.9604346043460436,3
A,8,13:00,0.9256641256146423,3
A,8,13:30,0.9119353287334934,3
A,8,14:00,0.9622040378003135,3
A,8,14:30,0.9401386287645477,3
A,8,15:00,1.0311075116208974,3
A,8,15:30,1.0762566784112426,3
A,8,16:00,1.0044239722213806,3
A,8,16:30,1.076070175501841,3
A,8,17:00,0.9997377273820812,3
A,8,17:30,1.0542272729715956,3
A,8,18:00,1.0317657394967776,3
A,8,18:30,1.0438093155765011,3
A,8,19:00,0.8626816277468531,3
A,8,19:30,1.3104606797367546,3
A,8,20:00,0.9764522889641092,3
A,8,20:30,1.0654917859687314,3
A,8,21:00,1.12282804074296,3
A,8,21:30,1.0991243219499476,3
A,8,22:00,0.9332146700904606,3
A,8,22:30,1.0991184338007602,3
A,8,23:00,1.1925454545454548,3
A,8,23:30,0.9876866107690158,3
A,9,00:00,1.7073202826469254,3
A,9,00:30,1.1731803141283026,3
A,9,01:00,1.3452467602004534,1
A,9,01:30,0.6726233801002267,3
A,9,02:00,1.0089350701503401,3
A,9,02:30,1.0169372551683535,3
A,9,03:00,1.194346184449689,2
A,9,03:30,1.4104790967354148,2
A,9,04:00,1.4238513016429608,2
A,9,04:30,0.3923679980362215,2
A,9,05:00,1.107356753670864,2
A,9,05:30,0.5487799224465729,3
A,9,06:00,0.5084686275841768,3
A,9,06:30,0.7013360380471404,3
A,9,07:00,0.7704070114911771,3
A,9,07:30,1.1481549655126573,3
A,9,08:00,0.9640206657189335,3
A,9,08:30,1.1140693306289933,3
A,9,09:00,0.9996101958794009,3
A,9,09:30,1.0029566473567146,3
A,9,10:00,1.0394675871056183,3
A,9,10:30,0.9705861766130187,3
A,9,11:00,1.0117851692185613,3
A,9,11:30,1.0053327928888671,3
A,9,12:00,1.043725934638283,3
A,9,12:30,1.0202717154262735,3
A,9,13:00,0.9344133952891565,3
A,9,13:30,0.9997082408055348,3
A,9,14:00,1.0624100592612475,3
A,9,14:30,1.0069845013756868,3
A,9,15:00,1.0296153790457026,3
A,9,15:30,1.014476327400849,3
A,9,16:00,1.1318040725824419,3
A,9,16:30,1.0155479404603143,3
A,9,17:00,1.0807602473093656,3
A,9,17:30,0.904263476009513,3
A,9,18:00,0.9654467612357788,3
A,9,18:30,1.0844602519903972,3
A,9,19:00,1.0302948412494133,3
A,9,19:30,1.0271588563106913,3
A,9,20:00,0.9136495852199725,3
A,9,20:30,1.107197958289805,3
A,9,21:00,0.8079775452022536,3
A,9,21:30,0.9489983333097259,3
A,9,22:00,0.8496295327581812,3
A,9,22:30,0.7062064272002456,3
A,9,23:00,0.5981983853931492,3
A,9,23:30,0.638566500095152,3
A,10,00:00,1.2967155507247794,3
A,10,00:30,1.1975092016285152,3
A,10,01:00,0.5934714129579327,3
A,10,01:30,1.1974732770709575,3
A,10,02:00,0.5322209895717773,3
A,10,02:30,2.2212073220139223,3
A,10,03:00,1.4875797301195555,3
A,10,03:30,1.1911607193931866,2
A,10,04:00,1.0413058110836888,1
A,10,04:30,1.0264939167018476,2
A,10,05:00,1.7250339655148053,2
A,10,05:30,1.425591936352975,3
A,10,06:00,1.4163854310511423,3
A,10,06:30,0.7311342788520293,3
A,10,07:00,1.3016322638546107,3
A,10,07:30,1.171050935689767,3
A,10,08:00,1.0584121026900548,3
A,10,08:30,0.7990021544737904,3
A,10,09:00,1.0053987141497684,3
A,10,09:30,0.993422830646526,3
A,10,10:00,1.0149818919903726,3
A,10,10:30,1.098723229048616,3
A,10,11:00,1.026413805061152,3
A,10,11:30,1.0415526963292892,3
A,10,12:00,1.0121346764431873,3
A,10,12:30,1.0571144775894583,3
A,10,13:00,0.9922885682131695,3
A,10,13:30,1.038022741779495,3
A,10,14:00,1.0835721058318821,3
A,10,14:30,1.091958508321454,3
A,10,15:00,1.0388839683284614,3
A,10,15:30,1.0400885057809999,3
A,10,16:00,1.0242499129889002,3
A,10,16:30,0.9290945552155249,3
A,10,17:00,0.9946346379156341,3
A,10,17:30,0.9647062992059174,3
A,10,18:00,1.087771339966637,3
A,10,18:30,1.0043018528158467,3
A,10,19:00,1.0220812844867448,3
A,10,19:30,0.9565716426804789,3
A,10,20:00,1.0399314371039992,3
A,10,20:30,0.7604943415201965,3
A,10,21:00,0.9596889127134398,3
A,10,21:30,1.055073477956613,3
A,10,22:00,0.8330817754522971,3
A,10,22:30,0.8300233638226365,3
A,10,23:00,0.8003996494847301,3
A,10,23:30,1.2310684635371574,3
A,11,00:00,0.6613545812322192,2
A,11,00:30,0.6546770168116478,2
A,11,01:00,0.9633723929545287,1
A,11,01:30,1.1593490189665587,2
A,11,02:00,0.7876959470291484,2
A,11,02:30,1.3196857046481587,2
A,11,03:00,2.220119001194216,2
A,11,03:30,2.5703549274469366,2
A,11,04:00,2.0362110959529494,1
A,11,04:30,1.264426265752819,1
A,11,05:00,0.7109549522039462,2
A,11,05:30,0.26492614650941676,2
A,11,06:00,1.1333727286957074,2
A,11,06:30,1.3657659960257305,2
A,11,07:00,1.3859404847922838,2
A,11,07:30,0.9866474264905134,2
A,11,08:00,0.9961217719029438,2
A,11,08:30,1.0104631527341394,2
A,11,09:00,1.0177369867819084,2
A,11,09:30,0.8099200598913197,2
A,11,10:00,0.9470413309893366,2
A,11,10:30,0.9520021484904793,2
A,11,11:00,1.073241019932671,2
A,11,11:30,1.0112967743163324,2
A,11,12:00,1.1318122632679923,2
A,11,12:30,0.952293715290469,2
A,11,13:00,1.0748817358228167,2
A,11,13:30,1.023893929207833,2
A,11,14:00,0.9887546485742611,2
A,11,14:30,1.0128912061958717,2
A,11,15:00,0.9908398972446616,2
A,11,15:30,1.0531054575077254,2
A,11,16:00,0.9815622611532677,2
A,11,16:30,0.9586020151129824,2
A,11,17:00,1.0210285541939979,2
A,11,17:30,0.943469712676958,2
A,11,18:00,0.9618319467721126,2
A,11,18:30,0.9344121060494637,2
A,11,19:00,1.1689535496948602,2
A,11,19:30,0.9489043085792843,2
A,11,20:00,0.9416726689706578,2
A,11,20:30,1.0374514392234029,2
A,11,21:00,0.8695808547637967,2
A,11,21:30,1.0302355083387356,2
A,11,22:00,1.005404293680467,2
A,11,22:30,1.3532349939422508,2
A,11,23:00,1.4279995025517072,2
A,11,23:30,1.6612862926090113,2
A,12,00:00,1.0311083935487235,2
A,12,00:30,0.8269234471381905,1
A,12,01:00,1.0674198754237043,2
A,12,01:30,1.1914354746843996,2
A,12,02:00,2.8174810423381245,1
A,12,02:30,1.0089336500819757,1
A,12,03:30,2.300368722186904,1
A,12,04:00,1.6066024920834256,2
A,12,05:00,0.7546824220548549,1
A,12,05:30,0.0,1
A,12,06:00,1.0565553908767968,1
A,12,06:30,0.7381915612104702,2
A,12,07:00,0.6837342029636977,2
A,12,07:30,0.8626708433813242,2
A,12,08:00,1.0014001872379161,2
A,12,08:30,0.936705942194838,2
A,12,09:00,1.0263200946752504,2
A,12,09:30,0.954444459840388,2
A,12,10:00,0.9712486755418717,2
A,12,10:30,1.0022466551160525,2
A,12,11:00,1.0828175474525743,2
A,12,11:30,0.9921600980258969,2
A,12,12:00,1.0131499963425814,2
A,12,12:30,1.0080771076318458,2
A,12,13:00,1.0021319363956998,2
A,12,13:30,0.9929962138012884,2
A,12,14:00,0.9482061394710976,2
A,12,14:30,0.8598358692944721,2
A,12,15:00,0.953624590590127,2
A,12,15:30,1.0086082161930476,2
A,12,16:00,1.0394949269944058,2
A,12,16:30,1.0143097016177771,2
A,12,17:00,1.0132960905916553,2
A,12,17:30,1.0726528422335637,2
A,12,18:00,1.0602031720473883,2
A,12,18:30,1.0410477429406042,2
A,12,19:00,0.9540888503618827,2
A,12,19:30,0.9776023936041732,2
A,12,20:00,0.9612528957597232,2
A,12,20:30,0.8130286233931652,2
A,12,21:00,0.8541692322469099,2
A,12,21:30,0.9592407708474799,2
A,12,22:00,0.9059267805365986,2
A,12,22:30,1.0675901050874852,2
A,12,23:00,0.8949409401892662,2
A,12,23:30,1.0358482521619359,2
A,13,00:00,1.0678112601691523,2
A,13,00:30,0.7147087996085848,2
A,13,01:00,0.8949601425407536,2
A,13,01:30,0.9945607130485947,2
A,13,02:00,2.3576523754321768,1
A,13,03:00,1.237091453906026,2
A,13,04:00,0.0,1
A,13,04:30,1.876455525606469,1
A,13,05:00,0.0,1
A,13,05:30,1.2877635960044396,1
A,13,06:00,0.8996702089536903,2
A,13,06:30,0.5143632197643753,2
A,13,07:00,1.1780738274440385,2
A,13,07:30,1.0854110527658154,2
A,13,08:00,0.7135771959802648,2
A,13,08:30,1.0156511700823214,2
A,13,09:00,0.891594794030142,2
A,13,09:30,1.157583557591531,2
A,13,10:00,0.9556812609607757,2
A,13,10:30,1.0261409601658638,2
A,13,11:00,1.0064051614370562,2
A,13,11:30,1.0033257991097801,2
A,13,12:00,1.0495172850373704,2
A,13,12:30,1.0581704004754675,2
A,13,13:00,1.0101259625234307,2
A,13,13:30,1.0419318530370232,2
A,13,14:00,0.9365479698656541,2
A,13,14:30,1.121732394358936,2
A,13,15:00,1.1715407295516305,2
A,13,15:30,0.957244560740758,2
A,13,16:00,1.0806951098826976,2
A,13,16:30,1.0874599035945545,2
A,13,17:00,1.0137701343793015,2
A,13,17:30,1.007005951019608,2
A,13,18:00,1.1117476066887801,2
A,13,18:30,1.0931352385895527,2
A,13,19:00,1.093031316281601,2
A,13,19:30,0.6961853806909708,2
A,13,20:00,0.740222292144912,2
A,13,20:30,0.8979641563142751,2
A,13,21:00,0.839561442590593,2
A,13,21:30,1.0047809577576972,2
A,13,22:00,0.9685344894456446,2
A,13,22:30,0.9768491883688468,2
A,13,23:00,0.6388793825123436,2
A,13,23:30,0.4865036840882061,2
A,14,00:00,0.8242065237382137,2
A,14,00:30,0.9435947057407389,2
A,14,01:00,0.24801745085045288,2
A,14,01:30,0.0,1
A,14,02:00,1.6634744399936008,2
A,14,03:00,1.2400872542522643,1
A,14,03:30,0.7936558427214491,1
A,14,04:00,2.0026619283835627,1
A,14,05:00,1.417242576288302,1
A,14,05:30,0.7575938634323026,2
A,14,06:00,1.448805610857201,2
A,14,06:30,1.3784606742315813,2
A,14,07:00,1.3425634641270596,2
A,14,07:30,1.0893050683052627,2
A,14,08:00,1.09195450136149,2
A,14,08:30,1.0262252253409423,2
A,14,09:00,1.025147407626227,2
A,14,09:30,0.9897251856532341,2
A,14,10:00,0.9795518734976733,2
A,14,10:30,1.058420484410218,2
A,14,11:00,1.0052959349694215,2
A,14,11:30,0.8951466833399826,2
A,14,12:00,0.9600515190251244,2
A,14,12:30,0.9727707759116739,2
A,14,13:00,0.9843449767284504,2
A,14,13:30,0.9559973749869106,2
A,14,14:00,0.9375089405970322,2
A,14,14:30,1.0145982790916284,2
A,14,15:00,1.004791223688946,2
A,14,15:30,1.0513354863771123,2
A,14,16:00,1.036845730640486,2
A,14,16:30,0.985849335836557,2
A,14,17:00,1.0002023212760323,2
A,14,17:30,1.0069819767660562,2
A,14,18:00,1.0753767533477672,2
A,14,18:30,0.9868017448836824,2
A,14,19:00,1.0187958826192678,2
A,14,19:30,1.0742070565086446,2
A,14,20:00,0.9908990305387464,2
A,14,20:30,0.9741499272000145,2
A,14,21:00,1.1844476735153306,2
A,14,21:30,1.2438458647220199,2
A,14,22:00,1.1029634777352106,2
A,14,22:30,0.8495350367483767,2
A,14,23:00,1.1315703020145382,2
A,14,23:30,0.9274480922577277,2
A,15,00:00,0.42633322973203713,2
A,15,00:30,1.567944216059836,2
A,15,01:00,2.0486030646724007,1
A,15,01:30,0.5214719101123596,1
A,15,02:00,0.8414301051224236,2
A,15,02:30,0.0,1
A,15,03:00,0.7631782123616002,1
A,15,03:30,0.8723329610735066,2
A,15,04:00,1.3991600559962671,1
A,15,05:00,1.5644157303370787,1
A,15,05:30,0.9086975965573802,2
A,15,06:00,0.6391604960916669,2
A,15,06:30,1.3761129595847945,2
A,15,07:00,1.3305633656014473,2
A,15,07:30,1.0142071345489287,2
A,15,08:00,0.9990113174456103,2
A,15,08:30,1.0036643980183124,2
A,15,09:00,0.9653265572295744,2
A,15,09:30,1.0060793541988573,2
A,15,10:00,1.0313676562582996,2
A,15,10:30,0.9753158029741493,2
A,15,11:00,1.000201903845289,2
A,15,11:30,1.0068752764277042,2
A,15,12:00,0.9873574393960387,2
A,15,12:30,0.9492612705318992,2
A,15,13:00,1.019916014071081,2
A,15,13:30,1.160474346782408,2
A,15,14:00,1.0568395330023754,2
A,15,14:30,0.9931335968444472,2
A,15,15:00,0.8844721990675939,2
A,15,15:30,1.0428285225863094,2
A,15,16:00,1.0914087142628208,2
A,15,16:30,0.982440777307027,2
A,15,17:00,1.0282995177044583,2
A,15,17:30,0.9819783186745832,2
A,15,18:00,0.9582071513038309,2
A,15,18:30,1.0033751669255957,2
A,15,19:00,1.038697229041597,2
A,15,19:30,0.928740845767165,2
A,15,20:00,1.0473328260305403,2
A,15,20:30,1.0244335517886727,2
A,15,21:00,0.6845707746010872,2
A,15,21:30,1.1283238349392206,2
A,15,22:00,1.112106192085226,2
A,15,22:30,0.6266231365631627,2
A,15,23:00,1.0256679085030296,2
A,15,23:30,1.137789518788591,2
A,16,00:00,0.7142664731130728,2
A,16,00:30,0.8077054037380833,2
A,16,01:00,0.38244332182169327,2
A,16,01:30,1.3515838219980125,2
A,16,02:00,0.6101324229533119,1
A,16,02:30,1.4064713702620422,2
A,16,03:00,0.6556171231229028,1
A,16,03:30,0.7060492095169721,1
A,16,04:00,0.7562154127962164,2
A,16,04:30,1.2165105159186336,2
A,16,05:00,0.778730227316599,2
A,16,05:30,1.6299174255208686,1
A,16,06:00,0.9010804494865734,2
A,16,06:30,0.6718286059178282,2
A,16,07:00,0.8618676620752321,2
A,16,07:30,1.146259950221078,2
A,16,08:00,1.100469298184258,2
A,16,08:30,0.9374712014718236,2
A,16,09:00,1.1316668458151504,2
A,16,09:30,1.1209163986551551,2
A,16,10:00,1.045940206421262,2
A,16,10:30,1.0518339421147502,2
A,16,11:00,0.9091797140398505,2
A,16,11:30,1.0970248644122509,2
A,16,12:00,0.9719304894347336,2
A,16,12:30,0.9445069585943654,2
A,16,13:00,0.8821409655103574,2
A,16,13:30,0.9534845734865367,2
A,16,14:00,1.0091179248078126,2
A,16,14:30,1.0492552422894463,2
A,16,15:00,0.930253854496262,2
A,16,15:30,1.0135417322102866,2
A,16,16:00,0.9768567239916215,2
